"zipcode","city","list","position","lastname","firstname","gender","birthyear","profession","years_in_politics","years_abroad","languages","study_level","twitter","facebook","linkedin"
5537,"Anhée","Anhée vers +",3,"DURY","Jean-François","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",4,"ARAMBATZOGLOU","Ariane","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",5,"MASSART","Frédéric","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",11,"BODNARCZUK","Francis","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",10,"FAUQUET","Dominique","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",9,"DUPIEREUX-FETTWEIS","Alexy","M","","","","","","","","",""
5537,"Anhée","V.I.C.",16,"MOUVET - PINON","Anne","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",8,"DONNY","Annicka","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",7,"LOSFELD","Yves","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",19,"PETIT","Paul-Marie","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",18,"BUZIN","Jacqueline","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",17,"VECCHIATO","Florentin","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",16,"BADOUX","Frédérique","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",15,"CORNET","Frédéric","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",14,"MERCY","Chloé","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",13,"ERGOT","Alain","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",12,"THOUMSIN","Geneviève","F","","","","","","","","",""
5537,"Anhée","Anhée vers +",6,"BODART","Isabelle","F","","","","","","","","",""
5537,"Anhée","V.I.C.",1,"PIETTE","Luc","M","","","","","","","","",""
5537,"Anhée","V.I.C.",2,"FAELES - VAN ROMPU","Anne","F","","","","","","","","",""
5537,"Anhée","V.I.C.",3,"RONDIAT","Pierre","M","","","","","","","","",""
5537,"Anhée","V.I.C.",4,"GAUX - LAFFINEUR","Nathalie","F","","","","","","","","",""
5537,"Anhée","V.I.C.",5,"BINAMÉ","Pierre","M","","","","","","","","",""
5537,"Anhée","V.I.C.",6,"CAPELLE - GRANVILLE","Nathalie","F","","","","","","","","",""
5537,"Anhée","V.I.C.",7,"GILLARD","Marc","M","","","","","","","","",""
5537,"Anhée","V.I.C.",8,"de WOUTERS de BOUCHOUT","Valentine","F","","","","","","","","",""
5537,"Anhée","V.I.C.",9,"DEKONINCK","Aurélien","M","","","","","","","","",""
5537,"Anhée","V.I.C.",10,"DETAILLE","Valérie","F","","","","","","","","",""
5537,"Anhée","V.I.C.",11,"DEKONINCK","Gérard","M","","","","","","","","",""
5537,"Anhée","V.I.C.",12,"DELOBBE - WALRAEVENS","Karin","F","","","","","","","","",""
5537,"Anhée","V.I.C.",13,"CHIARADIA","Martin","M","","","","","","","","",""
5537,"Anhée","V.I.C.",14,"DUMONT","Nathalie","F","","","","","","","","",""
5537,"Anhée","V.I.C.",15,"GAILLARD","Bernard","M","","","","","","","","",""
5537,"Anhée","V.I.C.",17,"ANCION","Michel","M","","","","","","","","",""
4430,"Ans","ECOLO",29,"YILMAZ","Irfan","M","","","","","","","","",""
4430,"Ans","PS",1,"PHILIPPIN","Grégory","M","","","","","","","","",""
4430,"Ans","PS",2,"DUBOIS","Nathalie","F","","","","","","","","",""
4430,"Ans","PS",3,"SAIVE","Philippe","M","","","","","","","","",""
4430,"Ans","PS",4,"RIZZI","Magali","F","","","","","","","","",""
4430,"Ans","PS",5,"GAUTHY","Christopher","M","","","","","","","","",""
4430,"Ans","PS",6,"PICKMAN","Sandra","F","","","","","","","","",""
4430,"Ans","PS",7,"RASSILI","Ahmed Nabil","M","","","","","","","","",""
4430,"Ans","PS",8,"ISTAZ-SLANGEN","Zoé","F","","","","","","","","",""
4430,"Ans","PS",9,"QUARANTA","Raphaël","M","","","","","","","","",""
4430,"Ans","PS",10,"GAIONI","Christine","F","","","","","","","","",""
4430,"Ans","PS",11,"KERSTEENS","Christophe","M","","","","","","","","",""
4430,"Ans","PS",12,"CARDOL","Muriel","F","","","","","","","","",""
4430,"Ans","PS",13,"PETERS","Julien","M","","","","","","","","",""
4430,"Ans","PS",14,"CARMONA GARCIA","Iluminata","F","","","","","","","","",""
4430,"Ans","PS",15,"AYDEMIR","Sinan","M","","","","","","","","",""
4430,"Ans","PS",16,"THYS","Maëlle","F","","","","","","","","",""
4430,"Ans","PS",17,"LEMPEREUR","Patrice","M","","","","","","","","",""
4430,"Ans","PS",18,"RÉMICHE","Anaïs","F","","","","","","","","",""
4430,"Ans","PS",19,"NAFRAK","Rachid","M","","","","","","","","",""
4430,"Ans","PS",20,"WENKIN","Aurélie","F","","","","","","","","",""
4430,"Ans","PS",21,"DEZOPPY","Jean-Michel","M","","","","","","","","",""
4430,"Ans","PS",22,"DEMOL","Emelyne","F","","","","","","","","",""
4430,"Ans","PS",23,"PARTHOENS","Yves","M","","","","","","","","",""
4430,"Ans","PS",24,"MARTEN","Régine","F","","","","","","","","",""
4430,"Ans","PS",25,"DUPONT","Francy","M","","","","","","","","",""
4430,"Ans","PS",26,"PERIN","Anne-Marie","F","","","","","","","","",""
4430,"Ans","PS",27,"GINGOUX","Fernand","M","","","","","","","","",""
4430,"Ans","PS",28,"HANNON","Anne-Michèle","F","","","","","","","","",""
4430,"Ans","PS",29,"HERBEN","Walther","M","","","","","","","","",""
4430,"Ans","CDH-RCA",1,"GROSCH","Robert","M","","","","","","","","",""
4430,"Ans","CDH-RCA",2,"COLLARD-SAMRAY","Francine","F","","","","","","","","",""
4430,"Ans","CDH-RCA",3,"BACCUS","Michel","M","","","","","","","","",""
4430,"Ans","CDH-RCA",4,"LEDUC","Marie","F","","","","","","","","",""
4430,"Ans","CDH-RCA",5,"NDJOLI","Bolinga-Roger","M","","","","","","","","",""
4430,"Ans","CDH-RCA",6,"BUSTIN-DEFOURNY","Françoise","F","","","","","","","","",""
4430,"Ans","CDH-RCA",7,"DUPONT","Marc","M","","","","","","","","",""
4430,"Ans","CDH-RCA",8,"RIZZO","Jessica","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",13,"LEBLANC","Jean","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",14,"DEVOS","Dominique","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",15,"LEMOINE","Fabrice","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",16,"HENRARD","Marcelle","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",17,"CLAES","Patrick","M","","","","","","","","",""
4430,"Ans","NATION",1,"KNEVELS","Leticia","F","","","","","","","","",""
4430,"Ans","PVE",1,"HUYGEN","Henri","M","","","","","","","","",""
4430,"Ans","PVE",2,"JAMOULLE","Geneviève","F","","","","","","","","",""
4430,"Ans","PVE",3,"DRAGA","Rosario","M","","","","","","","","",""
4430,"Ans","PVE",4,"STURION","Emma","F","","","","","","","","",""
4430,"Ans","PVE",5,"MENES PIRE","Juan Carlos","M","","","","","","","","",""
4430,"Ans","PVE",6,"COOPMANS","Fabiola","F","","","","","","","","",""
4430,"Ans","PVE",7,"BEN ALI","Ahmed","M","","","","","","","","",""
4430,"Ans","PVE",8,"FUSCO","Elvira","F","","","","","","","","",""
4430,"Ans","PVE",9,"STEFANIAK","Ceslaw","M","","","","","","","","",""
4430,"Ans","PVE",10,"MEUKENS","Laurette","F","","","","","","","","",""
4430,"Ans","PVE",11,"COLAS","Julien","M","","","","","","","","",""
4430,"Ans","PVE",12,"NATIS","Fabienne","F","","","","","","","","",""
4430,"Ans","PVE",13,"LORENZINI","Christian","M","","","","","","","","",""
4430,"Ans","PVE",14,"VAN HOUTEM","Germaine","F","","","","","","","","",""
4430,"Ans","PVE",15,"FRANKENNE","Valentine","F","","","","","","","","",""
4430,"Ans","MR-IC",1,"CIALONE","Thomas","M","","","","","","","","",""
4430,"Ans","MR-IC",2,"LIBON","Anne-Marie","F","","","","","","","","",""
4430,"Ans","MR-IC",3,"BOURLET","Jean-François","M","","","","","","","","",""
4430,"Ans","MR-IC",4,"BERNARDIN-BOSARD","Christiane","F","","","","","","","","",""
4430,"Ans","MR-IC",5,"LI VECCHI","Pino","M","","","","","","","","",""
4430,"Ans","MR-IC",6,"RUSSILLO","Tina","F","","","","","","","","",""
4430,"Ans","MR-IC",7,"LAHAYE","Raphaël","M","","","","","","","","",""
4430,"Ans","MR-IC",8,"SINATRA","Marie Carmelina","F","","","","","","","","",""
4430,"Ans","MR-IC",9,"WILLEM","Pierre","M","","","","","","","","",""
4430,"Ans","MR-IC",10,"PROTIN-ROOSELEIR","Rose","F","","","","","","","","",""
4430,"Ans","MR-IC",11,"AGNESSEN","Christophe","M","","","","","","","","",""
4430,"Ans","MR-IC",12,"PRINCEN","Fabienne","F","","","","","","","","",""
4430,"Ans","MR-IC",13,"DEMMEL","Maxime","M","","","","","","","","",""
4430,"Ans","MR-IC",14,"BOONEN","Marleen","F","","","","","","","","",""
4430,"Ans","MR-IC",15,"SOOMERS","Guy","M","","","","","","","","",""
4430,"Ans","MR-IC",16,"BOVY","Patsy","F","","","","","","","","",""
4430,"Ans","MR-IC",17,"LOHAY","Etienne","M","","","","","","","","",""
4430,"Ans","MR-IC",18,"EVRARD-TOUSSAINT","Roxane","F","","","","","","","","",""
4430,"Ans","MR-IC",19,"LIANOPOULOS","Grégory","M","","","","","","","","",""
4430,"Ans","MR-IC",20,"DEBRUGE","Eva","F","","","","","","","","",""
4430,"Ans","MR-IC",21,"MATTIACCI","Jérémy","M","","","","","","","","",""
4430,"Ans","MR-IC",22,"JOYEUX","Laurence","F","","","","","","","","",""
4430,"Ans","MR-IC",23,"SEGERS","Jean Claude","M","","","","","","","","",""
4430,"Ans","MR-IC",24,"JAKERS-NEVEN","Josette","F","","","","","","","","",""
4430,"Ans","MR-IC",25,"BENEUX","Benjamin","M","","","","","","","","",""
4430,"Ans","MR-IC",26,"SHIMA","Sophie","F","","","","","","","","",""
4430,"Ans","MR-IC",27,"HAYARD","Maurice","M","","","","","","","","",""
4430,"Ans","MR-IC",28,"TSANAKAS-DIMITRIOU","Alexandra","F","","","","","","","","",""
4430,"Ans","MR-IC",29,"GIELEN","Pierre","M","","","","","","","","",""
4430,"Ans","ECOLO",1,"COENEN","Thierry","M","","","","","","","","",""
4430,"Ans","ECOLO",2,"HAUREGARD","Catherine","F","","","","","","","","",""
4430,"Ans","ECOLO",3,"MARGUILLIER","Cédric","M","","","","","","","","",""
4430,"Ans","ECOLO",4,"LEJEUNE-SKIVÉE","Jacqueline","F","","","","","","","","",""
4430,"Ans","ECOLO",5,"RAICK","Jean-Michel","M","","","","","","","","",""
4430,"Ans","ECOLO",6,"TROQUAY","Marie Paule","F","","","","","","","","",""
4430,"Ans","ECOLO",7,"FONTAINE","Serge","M","","","","","","","","",""
4430,"Ans","ECOLO",8,"DEMIRCI","Funda","F","","","","","","","","",""
4430,"Ans","ECOLO",9,"MAYÉNÉ","Michel","M","","","","","","","","",""
4430,"Ans","ECOLO",10,"ROLAND-SCHYNS","Monique","F","","","","","","","","",""
4430,"Ans","ECOLO",11,"DOUTRELEPONT","Pierre","M","","","","","","","","",""
4430,"Ans","ECOLO",12,"WILLEMAERTS","Jocelyne","F","","","","","","","","",""
4430,"Ans","ECOLO",13,"RAUCY","Claude","M","","","","","","","","",""
4430,"Ans","ECOLO",14,"LOIX","Rosette","F","","","","","","","","",""
4430,"Ans","ECOLO",15,"NOËL","Dominique","M","","","","","","","","",""
4430,"Ans","ECOLO",16,"VANMUYSEN","Marie Claire","F","","","","","","","","",""
4430,"Ans","ECOLO",17,"BARO","Michel","M","","","","","","","","",""
4430,"Ans","ECOLO",18,"CHRISTIEN-FANOUILLÈRE","Catherine","F","","","","","","","","",""
4430,"Ans","ECOLO",19,"CHAABANI","Sabri","M","","","","","","","","",""
4430,"Ans","ECOLO",23,"RENARD","Stéphane","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",12,"BUOSI","Vittorina","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",11,"LEDANT","Frédéric","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",10,"BEDIN","Patricia","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",9,"VANDORMAEL","Ludo","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",7,"MOMMER","Thierry","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",8,"DEJACE","Catherine","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",6,"TROOSTERS","Véronique","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",5,"RENOTTE","Jean Pierre","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",4,"CAPRASSE","Anne","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",3,"LENTINI","Salvatore","M","","","","","","","","",""
4430,"Ans","DéFI pour ANS",2,"DAVIN","Sarah","F","","","","","","","","",""
4430,"Ans","DéFI pour ANS",1,"COURTOIS","René","M","","","","","","","","",""
4430,"Ans","WI",2,"PARENT","Katty","F","","","","","","","","",""
4430,"Ans","WI",1,"BRONCKART","Guy","M","","","","","","","","",""
4430,"Ans","CDH-RCA",29,"SECRETIN","Georges","M","","","","","","","","",""
4430,"Ans","CDH-RCA",28,"OSTE-FROIDBISE","Christine","F","","","","","","","","",""
4430,"Ans","CDH-RCA",27,"MOORS","Gaëtan","M","","","","","","","","",""
4430,"Ans","CDH-RCA",26,"FROIDCOEUR","Rose","F","","","","","","","","",""
4430,"Ans","CDH-RCA",25,"KOVACS","Cédric","M","","","","","","","","",""
4430,"Ans","CDH-RCA",24,"BECKERS-DEPRET","Claudine","F","","","","","","","","",""
4430,"Ans","CDH-RCA",23,"VIRZI","Angelo","M","","","","","","","","",""
4430,"Ans","CDH-RCA",22,"MOORS-PEUGNIEU","Camille","F","","","","","","","","",""
4430,"Ans","CDH-RCA",21,"HERMAN","Charles","M","","","","","","","","",""
4430,"Ans","CDH-RCA",20,"NDONDOKI","Marie-Damien","F","","","","","","","","",""
4430,"Ans","CDH-RCA",19,"JAVAUX","Christian","M","","","","","","","","",""
4430,"Ans","CDH-RCA",18,"VETCOUR","Lucienne","F","","","","","","","","",""
4430,"Ans","CDH-RCA",17,"LEROY","Didier","M","","","","","","","","",""
4430,"Ans","CDH-RCA",16,"BAYRAM","Döne","F","","","","","","","","",""
4430,"Ans","CDH-RCA",15,"DUBOIS","Luc","M","","","","","","","","",""
4430,"Ans","CDH-RCA",14,"HEMBERT-LECLERCQ","Lise","F","","","","","","","","",""
4430,"Ans","ECOLO",25,"HERPIN","Jean-Louis","M","","","","","","","","",""
4430,"Ans","ECOLO",26,"DEVRINT","Geneviève","F","","","","","","","","",""
4430,"Ans","CDH-RCA",9,"ABASBASSI","Brahim","M","","","","","","","","",""
4430,"Ans","CDH-RCA",10,"BELLAIRE","Nadine","F","","","","","","","","",""
4430,"Ans","CDH-RCA",11,"KAISIN","Jean-François","M","","","","","","","","",""
4430,"Ans","CDH-RCA",12,"DONNAIANNA","Giovanna","F","","","","","","","","",""
4430,"Ans","CDH-RCA",13,"HOWE","Serge","M","","","","","","","","",""
4430,"Ans","ECOLO",22,"SABRI","Meryem","F","","","","","","","","",""
4430,"Ans","ECOLO",21,"HAUREGARD","Jean-Claude","M","","","","","","","","",""
4430,"Ans","ECOLO",20,"DRION","Laurence","F","","","","","","","","",""
4430,"Ans","ECOLO",24,"BERHIN","Monique","F","","","","","","","","",""
4430,"Ans","ECOLO",27,"VACA TOLEDO","Marco","M","","","","","","","","",""
4430,"Ans","ECOLO",28,"HAUREGARD-GEURTS","Jacqueline","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",10,"STEVELER-PETITJEAN","Anne","F","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",15,"HARRAY","René","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",14,"THEWISSEN","Noël","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",13,"COLLIN","Francine","F","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",12,"WITTORSKI","Philippe","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",11,"DEFAYS-JACOB","Véronique","F","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",10,"HENRY","Benoit","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",9,"GUILMOT","Camille","F","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",8,"VEGLIA","Alain","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",7,"CAPRASSE","Laurence","F","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",6,"DOMINGUES-GONCALVES","Martin","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",5,"KLÉE","Nathalie","F","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",4,"BOURDOUXHE","Frédéric","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",3,"SPINEUX","Marie-Claire","F","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",2,"de MALEINGREAU d'HEMBISE","Bernard","M","","","","","","","","",""
4160,"Anthisnes","MR-CDH-IC",1,"TRICNONT-KEYSERS","Françoise","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",15,"PELOSATO","Toni","M","","","","","","","","",""
4160,"Anthisnes","PS-IC",14,"COLLETTE","Christelle","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",13,"HOURANT","Francis","M","","","","","","","","",""
4160,"Anthisnes","PS-IC",12,"DANTHINE","Aline","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",11,"DUCHESNE","Jean-Luc","M","","","","","","","","",""
4160,"Anthisnes","PS-IC",9,"GAGLIARDO","Nicolo","M","","","","","","","","",""
4160,"Anthisnes","PS-IC",8,"SERON","Nathalie","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",7,"CLOSJANS","Aimé","M","","","","","","","","",""
4160,"Anthisnes","PS-IC",6,"FREMEAUX","Cindy","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",5,"WOTQUENNE","Pol","M","","","","","","","","",""
4160,"Anthisnes","PS-IC",4,"POUCET","Léa","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",3,"EVANS","Michel","M","","","","","","","","",""
4160,"Anthisnes","PS-IC",2,"HUPPE","Yolande","F","","","","","","","","",""
4160,"Anthisnes","PS-IC",1,"TARABELLA","Marc","M","","","","","","","","",""
4160,"Anthisnes","CiM",15,"BERGER","Dominique","M","","","","","","","","",""
4160,"Anthisnes","CiM",14,"KERKENEERS","Pascale","F","","","","","","","","",""
4160,"Anthisnes","CiM",13,"LOUKH","Mohamed","M","","","","","","","","",""
4160,"Anthisnes","CiM",12,"PIERRET","Sophie","F","","","","","","","","",""
4160,"Anthisnes","CiM",11,"VANDAMME","Nikolas","M","","","","","","","","",""
4160,"Anthisnes","CiM",10,"CHERENTI","Gloria","F","","","","","","","","",""
4160,"Anthisnes","CiM",9,"GILSON","Clément","M","","","","","","","","",""
4160,"Anthisnes","CiM",8,"STEENWINCKELS","Jennifer","F","","","","","","","","",""
4160,"Anthisnes","CiM",7,"RENSONNET","Jean-Pierre","M","","","","","","","","",""
4160,"Anthisnes","CiM",6,"MALPAS","Anne","F","","","","","","","","",""
4160,"Anthisnes","CiM",5,"SONTROP","Luc","M","","","","","","","","",""
4160,"Anthisnes","CiM",4,"ROBERT","Patricia","F","","","","","","","","",""
4160,"Anthisnes","CiM",3,"FABRIS","Sébastien","M","","","","","","","","",""
4160,"Anthisnes","CiM",2,"JADOT","Line","F","","","","","","","","",""
4160,"Anthisnes","CiM",1,"AGNELLO","Blaise","M","","","","","","","","",""
4160,"Anthisnes","PP",2,"HENGELS","Gabrielle","F","","","","","","","","",""
4160,"Anthisnes","PP",1,"COPPENS","Pascal","M","","","","","","","","",""
7640,"Antoing","UCA",11,"LECOUVET","Emmanuel","M","","","","","","","","",""
7640,"Antoing","UCA",10,"MILLET","Noémie","F","","","","","","","","",""
7640,"Antoing","UCA",9,"DRAPIER","Geoffrey","M","","","","","","","","",""
7640,"Antoing","UCA",8,"DUBOIS","Nadine","F","","","","","","","","",""
7640,"Antoing","PS",1,"BAUWENS","Bernard","M","","","","","","","","",""
7640,"Antoing","UCA",7,"COPPENOLLE","Grégory","M","","","","","","","","",""
7640,"Antoing","UCA",6,"DELCROIX","Christiane","F","","","","","","","","",""
7640,"Antoing","UCA",5,"VANDERBEKE","Pascal","M","","","","","","","","",""
7640,"Antoing","UCA",4,"MONTIGNIE","Aurélie","F","","","","","","","","",""
7640,"Antoing","UCA",3,"MINCKE","Jonathan","M","","","","","","","","",""
7640,"Antoing","UCA",2,"MAHIEU","Sabine","F","","","","","","","","",""
7640,"Antoing","UCA",1,"VINCENT","Samuël","M","","","","","","","","",""
7640,"Antoing","GO",19,"MAHIEU","Michel","M","","","","","","","","",""
7640,"Antoing","GO",18,"DEVILLERS","Mélissa","F","","","","","","","","",""
7640,"Antoing","GO",17,"CHEVALIER","Dominique","M","","","","","","","","",""
7640,"Antoing","UCA",13,"CORFEC","Daniel","M","","","","","","","","",""
7640,"Antoing","UCA",12,"RÉAL","Marie-Lise","F","","","","","","","","",""
7640,"Antoing","GO",16,"HELLIN","Eloïse","F","","","","","","","","",""
7640,"Antoing","GO",15,"DAMBRAIN","Gaëtan","M","","","","","","","","",""
7640,"Antoing","GO",14,"VICO","Marie Louise","F","","","","","","","","",""
7640,"Antoing","GO",13,"CAINK","Jean-Louis","M","","","","","","","","",""
7640,"Antoing","GO",12,"BLEUZÉ","Emilie","F","","","","","","","","",""
