lastname,firstname,nickname,party,city_fr,city_nl,zipcode,cumuls_2017,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,cumuleo_url
Violon,Jannick,x,Open VLD,Ninove,Ninove,9400,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/355-jannick-violon.php
Viskens,Kenny,x,N-VA,Arendonk,Arendonk,2370,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15489-kenny-viskens.php
Vissers,Franciscus,Sus Vissers,CD&V,Wuustwezel,Wuustwezel,2990,11,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15490-franciscus-vissers.php
Vissers,Jozef,x,N-VA,Hoogstraten,Hoogstraten,2320,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15491-jozef-vissers.php
Vivier,Céline,x,MR,Bruxelles,Brussel,1000,15,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13606-celine-vivier.php
Vlaeminck,Maria (Mieke),x,cdH,Marche-en-Famenne,Marche-en-Famenne,6900,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/346-maria-mieke-vlaeminck.php
Vlaeminck,Tom,x,Open VLD,Menin,Menen,8930,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15492-tom-vlaeminck.php
Vlamynck,Raphaël,x,CD&V,Ichtegem,Ichtegem,8480,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/345-raphael-vlamynck.php
Vlayen,Bart,x,sp.a,Geetbets,Geetbets,3450,6,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,,https://www.cumuleo.be/mandataire/344-bart-vlayen.php
Vleeschouwers,Ivo,x,sp.a,Kinrooi,Kinrooi,3640,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/342-ivo-vleeschouwers.php
Vlegels,Boudewijn,x,N-VA,Beveren,Beveren,9120,7,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11128-boudewijn-vlegels.php
Vleminckx,Femke,x,x,Saint-Amand,Sint-Amands,2890,6,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16032-femke-vleminckx.php
Vleminckx,Kevin,x,Open VLD,Grimbergen,Grimbergen,1850,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15493-kevin-vleminckx.php
Vlemincq,Hugues,x,MR,Woluwe-Saint-Pierre,Sint-Pieters-Woluwe,1150,3,oui,oui,oui,oui,,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/340-hugues-vlemincq.php
Vleugels,Luc,x,CD&V,Heist-op-den-Berg,Heist-op-den-Berg,2220,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/339-luc-vleugels.php
Vliegen,Zander,x,sp.a,Anvers,Antwerpen,2040,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/338-zander-vliegen.php
Vlietinck,Philippe,x,CD&V,Knokke-Heist,Knokke-Heist,8300,6,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17068-philippe-vlietinck.php
Vloemans,Luc,x,CD&V,Lille,Lille,2275,4,oui,oui,oui,oui,oui,oui,oui,oui,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/335-luc-vloemans.php
Voets,Godelieve,Lieve Voets,N-VA,Mortsel,Mortsel,2640,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15494-godelieve-voets.php
Voets,Stefaan,x,x,Boechout,Boechout,2530,3,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17069-stefaan-voets.php
Voisin,Guillaume,x,ex-MR,Verviers,Verviers,4800,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13607-guillaume-voisin.php
Volant,David,x,MR,Quévy,Quévy,7041,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/327-david-volant.php
Volckaert,Laurent,x,N-VA,Haaltert,Haaltert,9450,1,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15495-laurent-volckaert.php
Volckaerts,Koenraad,x,N-VA,Hove,Hove,2540,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15496-koenraad-volckaerts.php
von Wintersdorff,Guillaume,x,cdH,Crainhem,Kraainem,1950,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/318-guillaume-von-wintersdorff.php
Voorhamme,Robert,x,sp.a,Anvers,Antwerpen,2000,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9557-robert-voorhamme.php
Vos,Eric,x,CD&V,Turnhout,Turnhout,2300,28,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/311-eric-vos.php
Vos,Eric,x,x,Zonhoven,Zonhoven,3520,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15500-eric-vos.php
Vos,Mark,x,CD&V,Riemst,Riemst,3770,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/310-mark-vos.php
Vossaert,Michaël,x,DéFi,Molenbeek-Saint-Jean,Sint-Jans-Molenbeek,1080,8,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17071-michael-vossaert.php
Vossius,Pascal,x,Open VLD,Saint-Trond,Sint-Truiden,3800,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10119-pascal-vossius.php
Voué,Marc,x,PS,Engis,Engis,4480,4,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13468-marc-voue.php
Vraie,Patrice,x,PS,Thuin,Thuin,6530,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/305-patrice-vraie.php
Vrancken,André,x,PS,Awans,Awans,4340,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/304-andre-vrancken.php
Vrancken,Johnny,x,sp.a,Tongres,Tongeren,3700,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,https://www.cumuleo.be/mandataire/10084-johnny-vrancken.php
Vrancken,Mario,x,sp.a,Lummen,Lummen,3560,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11912-mario-vrancken.php
Vrancken,Martine,x,sp.a,Heusden-Zolder,Heusden-Zolder,3550,2,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16769-martine-vrancken.php
Vranckx,Eddy,x,CD&V,Bertem,Bertem,3060,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15501-eddy-vranckx.php
Vrijdaghs,Laurent,x,MR,Silly,Opzullik,7830,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,https://www.cumuleo.be/mandataire/289-laurent-vrijdaghs.php
Vrijens,Bertrand,x,sp.a,Merelbeke,Merelbeke,9820,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/288-bertrand-vrijens.php
Vrijens,Caroline,x,cdH,Bassenge,Bitsingen,4690,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15503-caroline-vrijens.php
Vrolix,Gilbert,Juul Vrolix,CD&V,Neerpelt,Neerpelt,3910,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/285-gilbert-vrolix.php
Vromen,Pierre-Yves,x,MR,Verviers,Verviers,4800,11,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13618-pierre-yves-vromen.php
Vroonen,Frank,x,Groen,Alken,Alken,3570,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15506-frank-vroonen.php
Vullers,Luc,x,CD&V,Meulebeke,Meulebeke,8760,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/283-luc-vullers.php
Vuylsteke,Pierre,x,MR,Rochefort,Rochefort,5580,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/280-pierre-vuylsteke.php
Vyncke,Greta,Greet Ardies-Vyncke,CD&V,Nieuport,Nieuwpoort,8620,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/278-greta-vyncke.php
Vynckier,Bart,x,N-VA,Staden,Staden,8840,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15507-bart-vynckier.php
Wachtelaer,Luc,x,x,Ternat,Ternat,1740,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9466-luc-wachtelaer.php
Wachters,Joris,x,CD&V,Hemiksem,Hemiksem,2620,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9727-joris-wachters.php
Wacquier,Pierre,x,PS,Brunehaut,Brunehaut,7620,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/275-pierre-wacquier.php
Waelput,Michelle,x,PS,Mons,Bergen,7000,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15511-michelle-waelput.php
Waeyaert,Rik,x,CD&V,Kortemark,Kortemark,8610,3,oui,oui,oui,oui,oui,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/272-rik-waeyaert.php
Wagemans,Erwin,x,sp.a,x,x,x,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13608-erwin-wagemans.php
Wagner,Patricia,Patricia Kimus-Wagner,x,Martelange,Martelange,6630,13,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/267-patricia-wagner.php
Wagner,René,x,x,Rouvroy,Rouvroy,6767,7,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13469-rene-wagner.php
Wahhabi,Magith,x,sp.a,Dilsen-Stokkem,Dilsen-Stokkem,3650,4,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17072-magith-wahhabi.php
Wahl,Jean-Paul,x,MR,Jodoigne,Geldenaken,1370,16,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/266-jean-paul-wahl.php
Wailliez,Daniel,x,PS,Hensies,Hensies,7350,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/265-daniel-wailliez.php
Walbrecht,Thierry,x,Open VLD,Moerbeke-Waas,Moerbeke-Waas,9180,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/264-thierry-walbrecht.php
Walraet,Dirk,x,x,Espierres-Helchin,Spiere-Helkijn,8587,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/259-dirk-walraet.php
Walry,Léon,x,PS,Incourt,Incourt,1315,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/257-leon-walry.php
Walthéry,Yves,x,PS,Seraing,Seraing,4100,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15518-yves-walthery.php
Wanet,Philippe,x,cdH,Villers-le-Bouillet,Villers-le-Bouillet,4530,6,oui,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/253-philippe-wanet.php
Wanten,Jean-François,x,cdH,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,4470,11,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13471-jean-francois-wanten.php
Warland,Josiane,Josiane Melchior-Warland,MR,Malmedy,Malmedy,4960,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,https://www.cumuleo.be/mandataire/249-josiane-warland.php
Warlet,Martine,x,MR,x,x,x,8,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17073-martine-warlet.php
Warlop,Filiep,x,CD&V,Damme,Damme,8340,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15521-filiep-warlop.php
Warnez,Brecht,x,CD&V,Wingene,Wingene,8750,7,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16039-brecht-warnez.php
Warnotte,Alain,x,MR,Court-Saint-Étienne,Court-Saint-Etienne,1490,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15522-alain-warnotte.php
Waroux,Véronique,x,cdH,Péruwelz,Péruwelz,7600,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/244-veronique-waroux.php
Wart,Emmanuel,x,MR,Les Bons Villers,Les Bons Villers,6210,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/242-emmanuel-wart.php
Warzée,Pierre,x,PS,Comblain-au-Pont,Comblain-au-Pont,4170,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11914-pierre-warzee.php
Waselynck,Ruddy,x,Parti Populaire,Frameries,Frameries,7080,10,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16042-ruddy-waselynck.php
Wastiau,Jérôme,x,x,Le Roeulx,Le Roeulx,7070,3,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13473-jerome-wastiau.php
Wastyn,Levi,x,sp.a,Hemiksem,Hemiksem,2620,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9726-levi-wastyn.php
Wateaux,Roland,Roland Watteaux,x,Rumes,Rumes,7618,1,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13474-roland-wateaux.php
Watelet,Bruno,x,x,Meix-devant-Virton,Meix-devant-Virton,6769,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15523-bruno-watelet.php
Waterschoot,Bart,x,Open VLD,Waasmunster,Waasmunster,9250,11,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15524-bart-waterschoot.php
Waterschoot,Tom,x,Open VLD,Hamme,Hamme,9220,16,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/234-tom-waterschoot.php
Wathelet,Damien,x,cdH,Clavier,Clavier,4560,8,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13475-damien-wathelet.php
Wathelet,Daniel,x,Ecolo,Liège,Luik,4000,6,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16403-daniel-wathelet.php
Wathy,Bénédicte,x,MR,Érezée,Érezée,6997,5,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12278-benedicte-wathy.php
Watteeuw,Filip,x,Groen,Gand,Gent,9000,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/231-filip-watteeuw.php
Watteeuw,Francis,x,sp.a,Kuurne,Kuurne,8520,17,oui,oui,oui,oui,oui,,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/230-francis-watteeuw.php
Wattier,Nathalie,x,x,Quiévrain,Quiévrain,7380,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15525-nathalie-wattier.php
Wattiez,Luc,x,PS,Bernissart,Bernissart,7320,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/227-luc-wattiez.php
Waty,Daniel,x,cdH,Martelange,Martelange,6630,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/226-daniel-waty.php
Waucquez,Bertrand,x,x,Crainhem,Kraainem,1950,8,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16773-bertrand-waucquez.php
Waumans,Ben,x,x,Saint-Amand,Sint-Amands,2890,4,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17074-ben-waumans.php
Wautelet,François,x,MR,Villers-le-Bouillet,Villers-le-Bouillet,4530,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/223-francois-wautelet.php
Wautelet,Guy,x,cdH,Gerpinnes,Gerpinnes,6280,4,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13476-guy-wautelet.php
Wautelet,Paul,x,x,Ouffet,Ouffet,4590,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/221-paul-wautelet.php
Wauters,Augusta,x,PS,Thuin,Thuin,6530,10,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16043-augusta-wauters.php
Wauters,Lucien,x,CD&V,Leeuw-Saint-Pierre,Sint-Pieters-Leeuw,1600,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/215-lucien-wauters.php
Wauters,Mia,x,N-VA,Kontich,Kontich,2550,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15528-mia-wauters.php
Wauthier,Vincent,x,cdH,Assesse,Assesse,5330,4,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16044-vincent-wauthier.php
Wauthoz,Vincent,x,MR,Virton,Virton,6760,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10646-vincent-wauthoz.php
Wautier,Jean-Marc,x,MR,Braine-l'Alleud,Eigenbrakel,1420,2,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12784-jean-marc-wautier.php
Weber,Marie-Claude,x,MR,Aubange,Aubange,6791,17,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12785-marie-claude-weber.php
Webers,Maurice,x,sp.a,Beringen,Beringen,3580,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/208-maurice-webers.php
Weckhuysen,Wendy,x,CD&V,Rumst,Rumst,2840,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/207-wendy-weckhuysen.php
Weerts,Béatrice,Béatrice Stassen-Weerts,MR,Aubel,Aubel,4880,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/205-beatrice-weerts.php
Wégimont,Corinne,x,PS,Liège,Luik,4000,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/204-corinne-wegimont.php
Weinquin,Anne,x,cdH,Wellin,Wellin,6920,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/201-anne-weinquin.php
Wekhuizen,Michaël,x,PS,Meix-devant-Virton,Meix-devant-Virton,6769,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/200-michael-wekhuizen.php
Welters,Kristof,x,CD&V,Westerlo,Westerlo,2260,10,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15529-kristof-welters.php
Wenes,Bart,x,CD&V,Roulers,Roeselare,8800,14,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16774-bart-wenes.php
Wengler,Geneviève,x,Ecolo,Fléron,Fléron,4620,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11916-genevieve-wengler.php
Wenzel,Michael,x,x,Lontzen,Lontzen,4710,3,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16775-michael-wenzel.php
Wérisse,Danielle,x,PS,Dison,Dison,4820,13,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17075-danielle-werisse.php
Werner,Eliane,x,x,Herbeumont,Herbeumont,6887,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/192-eliane-werner.php
Westrade,Daniel,x,PS,Péruwelz,Péruwelz,7600,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/185-daniel-westrade.php
Weverbergh,Dany,x,cdH,Assesse,Assesse,5330,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15530-dany-weverbergh.php
Wevers,Ilse,x,CD&V,Opglabbeek,Opglabbeek,3660,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/183-ilse-wevers.php
Wevers,Willem,x,N-VA,Kontich,Kontich,2550,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15531-willem-wevers.php
Weydts,Axel,x,sp.a,Courtrai,Kortrijk,8500,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15532-axel-weydts.php
Weyers,Jan,x,N-VA,Beveren,Beveren,9120,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15533-jan-weyers.php
Weyts,Ben,x,N-VA,Beersel,Beersel,1650,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9441-ben-weyts.php
Weytsman,David,x,MR,Bruxelles,Brussel,1000,14,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15534-david-weytsman.php
Weytsman,Guy,x,MR,Mont de l'Enclus,Mont de l'Enclus,7750,4,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12789-guy-weytsman.php
Wiard,Alain,x,cdH,Watermael-Boitsfort,Watermaal-Bosvoorde,1170,2,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12790-alain-wiard.php
Wiard,Emmanuel,x,MR,Merbes-le-Château,Merbes-le-Château,6567,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/174-emmanuel-wiard.php
Wiaux,Brigitte,x,cdH,Beauvechain,Bevekom,1320,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/172-brigitte-wiaux.php
Wicheler,Jan-Arthur,x,sp.a,Gingelom,Gingelom,3890,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/170-jan-arthur-wicheler.php
Wierinck,Godelieve,Lieve Wierinck,Open VLD,Zaventem,Zaventem,1930,3,oui,oui,,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/169-godelieve-wierinck.php
Wiesemes,Eric,Erik Wiesemes,x,Amblève,Amel,4770,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/166-eric-wiesemes.php
Wiesemes,Stephan,x,x,Amblève,Amel,4770,6,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12791-stephan-wiesemes.php
Wiesen,Helmuth,x,cdH,Burg-Reuland,Burg-Reuland,4791,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15535-helmuth-wiesen.php
Wilkin,Stéphane,x,x,Manhay,Manhay,6960,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15537-stephane-wilkin.php
Willaert,Evita,x,Groen,Gand,Gent,9000,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15538-evita-willaert.php
Willaert,Yves,x,PS,Celles,Celles,7760,1,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12792-yves-willaert.php
Willain,Muriel,x,PS,x,x,x,15,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15539-muriel-willain.php
Wille,Stijn,x,Open VLD,Lede,Lede,9340,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15541-stijn-wille.php
Willekens,Sven,x,Open VLD,Overijse,Overijse,3090,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/148-sven-willekens.php
Willem,Dirk,x,CD&V,Biévène,Bever,1547,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/147-dirk-willem.php
Willem,Noëlle,Noëlle Willem-Remacle,x,Jalhay,Jalhay,4845,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15543-noelle-willem.php
Willem,Thibault,x,cdH,Vielsalm,Vielsalm,6690,2,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16777-thibault-willem.php
Willemen,Peter,x,CD&V,Boechout,Boechout,2530,5,oui,oui,oui,,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/144-peter-willemen.php
Willems,Ann,x,x,Herenthout,Herenthout,2270,3,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17076-ann-willems.php
Willems,Bart,x,CD&V,Begijnendijk,Begijnendijk,3130,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15544-bart-willems.php
Willems,Britt,x,N-VA,Boom,Boom,2850,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15545-britt-willems.php
Willems,Diane,x,CD&V,Tremelo,Tremelo,3120,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/141-diane-willems.php
Willems,Francis,x,MR,Jalhay,Jalhay,4845,7,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12793-francis-willems.php
Willems,François,x,Open VLD,Lebbeke,Lebbeke,9280,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/137-francois-willems.php
