lastname,firstname,nickname,party,city_fr,city_nl,zipcode,cumuls_2017,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,cumuleo_url
Verhegge,Geert,x,x,Zedelgem,Zedelgem,8210,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15437-geert-verhegge.php
Verhelle,Kathleen,x,x,Ardooie,Ardooie,8850,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15438-kathleen-verhelle.php
Verhelle,Pol,x,Open VLD,Moorslede,Moorslede,8890,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15439-pol-verhelle.php
Verhellen,Mario,x,sp.a,Waregem,Waregem,8790,8,oui,oui,oui,,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12138-mario-verhellen.php
Verhelst,Carine,x,sp.a,Termonde,Dendermonde,9200,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/538-carine-verhelst.php
Verherstraeten,Servais,x,CD&V,Mol,Mol,2400,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/535-servais-verherstraeten.php
Verhesen,Griet,x,CD&V,Geel,Geel,2440,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/534-griet-verhesen.php
Verhesen,Pieter,x,N-VA,Geel,Geel,2440,5,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16018-pieter-verhesen.php
Verheyden,Marc,x,CD&V,Huldenberg,Huldenberg,3040,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/530-marc-verheyden.php
Verheyden,Maurice,x,sp.a,Wavre-Sainte-Catherine,Sint-Katelijne-Waver,2860,3,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16756-maurice-verheyden.php
Verheyden,Pierre,x,CD&V,Kinrooi,Kinrooi,3640,4,oui,oui,,,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/528-pierre-verheyden.php
Verheye,Nadine,x,N-VA,Ingelmunster,Ingelmunster,8770,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15440-nadine-verheye.php
Verheyen,Anna,x,x,Merksplas,Merksplas,2330,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/527-anna-verheyen.php
Verheyen,Peter,x,Open VLD,Lanaken,Lanaken,3620,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15441-peter-verheyen.php
Verheyen,Roger,x,CD&V,Meerhout,Meerhout,2450,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9668-roger-verheyen.php
Verhoeve,Martine,x,Open VLD,x,x,x,15,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/520-martine-verhoeve.php
Verhoeven,Joery,x,CD&V,Bertem,Bertem,3060,4,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16758-joery-verhoeven.php
Verhoeven,Rudy,x,N-VA,Lint,Lint,2547,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15442-rudy-verhoeven.php
Verhofstadt,Francky,x,CD&V,Berlare,Berlare,9290,5,oui,oui,oui,oui,oui,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/515-francky-verhofstadt.php
Verhofstadt,Henk,x,x,Biévène,Bever,1547,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15443-henk-verhofstadt.php
Verhulst,Geert,x,sp.a,Lint,Lint,2547,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15444-geert-verhulst.php
Verhulst,Gerda,x,N-VA,Londerzeel,Londerzeel,1840,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15445-gerda-verhulst.php
Verhulst,Marc,x,Open VLD,Olen,Olen,2250,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/513-marc-verhulst.php
Verjans,Jan,x,x,Bocholt,Bocholt,3950,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15446-jan-verjans.php
Verkest,Hendrik,x,CD&V,Wingene,Wingene,8750,21,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/508-hendrik-verkest.php
Verlaak,Dirk,x,Open VLD,Maaseik,Maaseik,3680,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/506-dirk-verlaak.php
Verlaine,Dominique,x,cdH,Chaudfontaine,Chaudfontaine,4053,7,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16019-dominique-verlaine.php
Verlende,Marie-Anne,Marie-Anne De Meester-Verlende,x,Vleteren,Vleteren,8640,4,oui,oui,oui,,,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12139-marie-anne-verlende.php
Verleyen,Philippe,x,CD&V,Aalter,Aalter,9880,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/500-philippe-verleyen.php
Verlinden,An,x,sp.a,Duffel,Duffel,2570,16,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,oui,https://www.cumuleo.be/mandataire/499-an-verlinden.php
Verlinden,Beatrijs,Bieke Verlinden,sp.a,Louvain,Leuven,3000,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15447-beatrijs-verlinden.php
Verlinden,Christel,x,Open VLD,Aarschot,Aarschot,3200,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/498-christel-verlinden.php
Verlinden,Linda,x,N-VA,x,x,2610,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15448-linda-verlinden.php
Verlinden,Marc,x,Open VLD,Tremelo,Tremelo,3120,6,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16761-marc-verlinden.php
Vermant,Dirk,x,Open VLD,Niel,Niel,2845,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/491-dirk-vermant.php
Vermassen,Ghislain,x,sp.a,Maaseik,Maaseik,3680,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10073-ghislain-vermassen.php
Vermassen,Stijn,x,sp.a,Ninove,Ninove,9400,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15449-stijn-vermassen.php
Vermeersch,Sofie,x,N-VA,Aalter,Aalter,9880,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15450-sofie-vermeersch.php
Vermeir,Joske,x,Open VLD,Opwijk,Opwijk,1745,3,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16762-joske-vermeir.php
Vermeire,Kristof,x,CD&V,Bredene,Bredene,8450,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/481-kristof-vermeire.php
Vermeire,Pascal,x,x,Le Coq,De Haan,8420,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15451-pascal-vermeire.php
Vermeire,Tom,x,sp.a,Hamme,Hamme,9220,5,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11163-tom-vermeire.php
Vermeire,Tony,x,CD&V,Zomergem,Zomergem,9930,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15452-tony-vermeire.php
Vermeiren,Debby,x,CD&V,Tamise,Temse,9140,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/480-debby-vermeiren.php
Vermeiren,Felix,x,x,Zingem,Zingem,9750,3,oui,oui,oui,oui,oui,,,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/11272-felix-vermeiren.php
Vermeiren,Hilde,x,CD&V,Hoogstraten,Hoogstraten,2320,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15453-hilde-vermeiren.php
Vermeulen,Annick,x,x,Zedelgem,Zedelgem,8210,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/10887-annick-vermeulen.php
Vermeulen,Brecht,x,N-VA,Roulers,Roeselare,8800,19,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16021-brecht-vermeulen.php
Vermeulen,Caroline,x,N-VA,Kruibeke,Kruibeke,9150,2,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16763-caroline-vermeulen.php
Vermeulen,Chris,x,Groen,Zwijndrecht,Zwijndrecht,2070,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/473-chris-vermeulen.php
Vermeulen,Dirk,x,CD&V,Alveringem,Alveringem,8690,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13605-dirk-vermeulen.php
Vermeulen,Hilde,x,CD&V,Maaseik,Maaseik,3680,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15454-hilde-vermeulen.php
Vermeulen,Jan,x,CD&V,Deinze,Deinze,9800,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11280-jan-vermeulen.php
Vermeulen,Jo,x,x,Hautem-Saint-Liévin,Sint-Lievens-Houtem,9520,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,https://www.cumuleo.be/mandataire/472-jo-vermeulen.php
Vermeulen,Patrick,x,x,Zingem,Zingem,9750,8,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12143-patrick-vermeulen.php
Vermeulen,Sabine,x,N-VA,Deinze,Deinze,9800,8,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13459-sabine-vermeulen.php
Vermeyen,Lutgardis,x,Groen,De Pinte,De Pinte,9840,5,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16764-lutgardis-vermeyen.php
Vermeyen,Maria,x,N-VA,Malle,Malle,2390,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15456-maria-vermeyen.php
Vermijlen,Katrien,x,CD&V,Holsbeek,Holsbeek,3220,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/464-katrien-vermijlen.php
Vermijlen,Vital,x,CD&V,Bornem,Bornem,2880,6,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12356-vital-vermijlen.php
Vermoesen,Edouard,x,N-VA,Aartselaar,Aartselaar,2630,17,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15457-edouard-vermoesen.php
Vermylen,Aloïs,Eric Vermylen,MR,Villers-la-Ville,Villers-la-Ville,1495,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15458-alois-vermylen.php
Vernaillen,Lieven,x,sp.a,Denderleeuw,Denderleeuw,9470,4,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16394-lieven-vernaillen.php
Verpoorten,Jef,x,CD&V,Houthalen-Helchteren,Houthalen-Helchteren,3530,15,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15459-jef-verpoorten.php
Verrelst,Gertruda (Geert),x,CD&V,Nijlen,Nijlen,2560,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9704-gertruda-geert-verrelst.php
Verreyt,Hans,x,Groen,Lint,Lint,2547,9,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16765-hans-verreyt.php
Verrezen,Filip,x,CD&V,Westerlo,Westerlo,2260,17,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/447-filip-verrezen.php
Versavel,Mario,x,Open VLD,Diest,Diest,3290,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15460-mario-versavel.php
Verschelden,Ann,x,CD&V,Hamme,Hamme,9220,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/444-ann-verschelden.php
Verschelden,Paul,x,Open VLD,Hamme,Hamme,9220,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/443-paul-verschelden.php
Verschoore,Anne-Sophie,x,x,Oostrozebeke,Oostrozebeke,8780,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15461-anne-sophie-verschoore.php
Verschoore,Joseph,x,CD&V,Ypres,Ieper,8900,13,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/441-joseph-verschoore.php
Verschoren,Maria,x,CD&V,Keerbergen,Keerbergen,3140,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15462-maria-verschoren.php
Verschuere,Annicq,x,sp.a,Avelgem,Avelgem,8580,10,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/436-annicq-verschuere.php
Verschueren,Charles-André,x,MR,Neupré,Neupré,4120,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15463-charles-andre-verschueren.php
Verschueren,Emiel,x,x,Laethem-Saint-Martin,Sint-Martens-Latem,9830,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15464-emiel-verschueren.php
Verschueren,Marc,x,CD&V,Rumst,Rumst,2840,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/432-marc-verschueren.php
Verslegers,Bernadette,x,sp.a,Bree,Bree,3960,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15466-bernadette-verslegers.php
Verslype,Marc,x,MR,Soignies,Zinnik,7060,1,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/430-marc-verslype.php
Versmissen,Erik,x,CD&V,Vosselaar,Vosselaar,2350,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/429-erik-versmissen.php
Versnick,Geert,x,Open VLD,Gand,Gent,9000,20,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/428-geert-versnick.php
Versompel,Tom,x,N-VA,Brasschaat,Brasschaat,2930,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15468-tom-versompel.php
Verspeeten,Wilfried,x,CD&V,Oosterzele,Oosterzele,9860,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/426-wilfried-verspeeten.php
Verstappen,Eddy,x,CD&V,Berlaar,Berlaar,2590,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/425-eddy-verstappen.php
Verstappen,Kathy,x,N-VA,Dessel,Dessel,2480,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15469-kathy-verstappen.php
Verstappen,Petra,x,N-VA,Waasmunster,Waasmunster,9250,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15470-petra-verstappen.php
Verstappen,Philip,x,x,Boechout,Boechout,2530,3,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17063-philip-verstappen.php
Verstichel,Leonard,x,CD&V,Renaix,Ronse,9600,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15471-leonard-verstichel.php
Verstockt,Bart,x,Groen,Steenokkerzeel,Steenokkerzeel,1820,3,oui,,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16027-bart-verstockt.php
Verstraelen,Gilbert,x,sp.a,x,x,2170,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/423-gilbert-verstraelen.php
Verstraelen,Tom,x,N-VA,x,x,2610,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15472-tom-verstraelen.php
Verstraete,Arnaud,x,Groen,Schaerbeek,Schaarbeek,1030,8,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16028-arnaud-verstraete.php
Verstraete,Gaby,x,CD&V,Dixmude,Diksmuide,8600,13,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17064-gaby-verstraete.php
Verstraete,Robert,x,Open VLD,Aarschot,Aarschot,3200,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/420-robert-verstraete.php
Verstraeten,Luc,x,Open VLD,Zelzate,Zelzate,9060,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/414-luc-verstraeten.php
Verstraeten,Marnix,x,MR,Mont de l'Enclus,Mont de l'Enclus,7750,5,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/17065-marnix-verstraeten.php
Verstraeten,Nathalie (Natacha),Natacha Verstraeten,PS,Chaumont-Gistoux,Chaumont-Gistoux,1325,13,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/413-nathalie-verstraeten.php
Verstraeten,Peter,x,Open VLD,Edegem,Edegem,2650,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/412-peter-verstraeten.php
Verstreken,Elisabeth,x,N-VA,Zoersel,Zoersel,2980,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/411-elisabeth-verstreken.php
Verstricht,Sébastien,x,PS,Fontaine-l'Évêque,Fontaine-l'Évêque,6140,2,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/16029-sebastien-verstricht.php
Verstuyft,Filip,x,x,Ruiselede,Ruiselede,8755,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/406-filip-verstuyft.php
Vertessen,Bert,x,N-VA,Hoeselt,Hoeselt,3730,2,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12358-bert-vertessen.php
Vertongen,Patrick,x,CD&V,Grimbergen,Grimbergen,1850,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9509-patrick-vertongen.php
Vervaeke,Veerle,x,Open VLD,Tielt,Tielt,8700,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15475-veerle-vervaeke.php
Vervaeren,Jean-Jacques,x,PS,Flémalle,Flémalle,4400,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/399-jean-jacques-vervaeren.php
Vervliet,Chris,x,CD&V,Boutersem,Boutersem,3370,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15476-chris-vervliet.php
Vervoort,Philippe,x,Open VLD,Huldenberg,Huldenberg,3040,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15478-philippe-vervoort.php
Verwaeren,Lien,x,CD&V,Termonde,Dendermonde,9200,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15479-lien-verwaeren.php
Verwaest,Rik,x,N-VA,Lierre,Lier,2500,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15480-rik-verwaest.php
Verwilst,Dirk,x,CD&V,Meulebeke,Meulebeke,8760,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/11021-dirk-verwilst.php
Verwilst,Patrick,x,CD&V,Aalter,Aalter,9880,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,https://www.cumuleo.be/mandataire/11314-patrick-verwilst.php
Verwimp,Alfons,x,sp.a,Tessenderlo,Tessenderlo,3980,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10193-alfons-verwimp.php
Verwimp,Nick,x,N-VA,Blankenberge,Blankenberge,8370,10,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16395-nick-verwimp.php
Verzele,Hannelore,x,CD&V,Kruishoutem,Kruishoutem,9770,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11908-hannelore-verzele.php
Verzele,Joop,x,CD&V,Kruishoutem,Kruishoutem,9770,19,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11275-joop-verzele.php
Vettori,Marc,x,x,Drogenbos,Drogenbos,1620,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/389-marc-vettori.php
Veulemans,Nadine,x,N-VA,Kortenaken,Kortenaken,3470,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15482-nadine-veulemans.php
Veys,Noel,x,N-VA,Anzegem,Anzegem,8570,1,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15483-noel-veys.php
Viaene,Anne-Marie,x,CD&V,Damme,Damme,8340,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15484-anne-marie-viaene.php
Viaene,Jan,x,CD&V,Lendelede,Lendelede,8860,1,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16766-jan-viaene.php
Viallard,Guy,x,MR,Ans,Ans,4430,5,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16397-guy-viallard.php
Viatour,Luc,x,Ecolo,Héron,Héron,4218,4,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16398-luc-viatour.php
Victoor,Paul,x,CD&V,Ypres,Ieper,8900,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15485-paul-victoor.php
Videgain Santiago,Victoria,Victoria Videgain,PS,Saint-Gilles,Sint-Gillis,1060,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/380-victoria-videgain-santiago.php
Vienne,Christiane,x,PS,Mouscron,Moeskroen,7700,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/378-christiane-vienne.php
Vierstraete,Ronny,x,Open VLD,Kortemark,Kortemark,8610,2,oui,oui,,,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12359-ronny-vierstraete.php
Vignoble,Raymond,x,PS,Ath,Aat,7800,2,oui,oui,oui,oui,,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/374-raymond-vignoble.php
Vijt,Herman,x,CD&V,Hamme,Hamme,9220,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/371-herman-vijt.php
Vilain,Marcel,x,PS,Honnelles,Honnelles,7387,2,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13462-marcel-vilain.php
Vilenne,Jean,x,cdH,Awans,Awans,4340,6,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16767-jean-vilenne.php
Vilmus,Norbert,x,MR,Somme-Leuze,Somme-Leuze,5377,3,oui,oui,oui,oui,,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/368-norbert-vilmus.php
Vilvoye,Patricia,Patricia Creutz-Vilvoye,cdH,Eupen,Eupen,4700,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/367-patricia-vilvoye.php
Vincent,Jean-Claude,x,x,Daverdisse,Daverdisse,6929,3,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13463-jean-claude-vincent.php
Vincent,Luc,x,MR,Braives,Braives,4260,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/365-luc-vincent.php
Vinchent,Rose-Marie,x,PS,Péruwelz,Péruwelz,7600,4,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13465-rose-marie-vinchent.php
Vincke,Kevin,x,N-VA,Vilvorde,Vilvoorde,1800,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/15487-kevin-vincke.php
Vincke,Kris,x,CD&V,Beernem,Beernem,8730,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/11014-kris-vincke.php
Vincke,Michel,x,sp.a,Gistel,Gistel,8470,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/363-michel-vincke.php
Vincke,Philippe,x,PS,Hastière,Hastière,5540,6,oui,oui,,,,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/362-philippe-vincke.php
Vincke,Stefaan,x,x,Le Coq,De Haan,8420,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/361-stefaan-vincke.php
Vincke,Veerle,x,CD&V,Beveren,Beveren,9120,6,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12147-veerle-vincke.php
Vinckx,Jozef,x,CD&V,Vieux-Turnhout,Oud-Turnhout,2360,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/359-jozef-vinckx.php
Vingerhoets,Kristien,x,sp.a,Hemiksem,Hemiksem,2620,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/356-kristien-vingerhoets.php
Vints,Thomas,x,CD&V,Beringen,Beringen,3580,6,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16400-thomas-vints.php
